token,offset,surprisal,openai_engine,model,id,created,string_id
 into,138,0.770046,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
 money,143,8.775813,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
 for,149,1.8682175,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
 the,153,0.5204062,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
 long,157,8.854071,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
-,162,0.5596483,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
be,163,3.469757,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
arded,165,0.04671434,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
 mill,170,2.6940758,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
 owners,175,0.73611623,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
.,182,0.78269285,davinci,davinci:2020-05-03,cmpl-4A6Z5jtDIkJFve5C31C10gCH2ymay,1638313863,1_2
That,0,,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 all,4,6.346238,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 mill,8,14.836503,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 owners,13,3.2543082,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 were,20,3.2418954,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 generally,25,7.4340653,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 busy,35,7.8689637,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 as,40,5.436283,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 be,43,2.957414,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
avers,46,0.0062927734,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 and,51,3.2524257,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 quite,55,5.273673,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 pleased,61,5.274548,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 with,69,0.27316624,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 themselves,74,1.192593,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 for,85,3.6053061,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 being,89,2.6229317,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 so,95,0.41080335,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 successful,98,3.91491,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 and,109,3.30397,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 well,113,5.2919474,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 off,118,1.4391207,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 was,122,2.9855857,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 known,126,7.0311,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 to,132,0.65084577,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 the,135,2.2935688,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 residents,139,6.8204374,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 of,149,0.22204314,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 Bradford,152,7.3073516,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
",",161,1.6092777,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 and,162,1.9801188,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 if,166,5.3310423,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 you,169,3.2660007,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 were,173,1.7797171,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 to,178,1.908784,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 go,181,2.903019,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 into,184,1.4087554,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 the,189,1.1910268,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 city,193,3.684304,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 to,198,3.4304502,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 visit,201,3.4615483,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 the,207,1.6975853,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 state,211,8.649863,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
ly,217,0.36412933,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 City,219,6.372141,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 Hall,224,0.11279116,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
",",229,0.923206,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 you,230,1.1043117,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 would,234,0.6335604,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 see,240,1.286554,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 there,244,4.158998,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 the,250,1.8282746,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 Crest,254,13.14533,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 of,260,0.30391708,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 the,263,0.36123314,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 City,267,2.2010534,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 of,272,0.7283374,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 Bradford,275,0.016551493,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
",",284,1.136495,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 which,285,1.0763992,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 those,291,10.127033,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 same,297,3.186392,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 mill,302,0.40786672,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 owners,307,0.07540568,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 created,314,5.9417863,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 to,322,3.106132,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 celebrate,325,3.6111915,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 their,335,0.67699134,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
 achievements,341,3.6722827,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
.,354,0.59530395,davinci,davinci:2020-05-03,cmpl-4A6Z5H0iNVq2xanvGiEIfM4fWinur,1638313863,1_3
It,0,,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 shows,2,6.9057193,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 a,8,2.5054705,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 sinister,10,9.007618,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 looking,19,5.339373,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 bo,27,8.633908,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
ar,30,0.8242253,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
's,32,2.458393,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 head,34,0.13129431,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 sitting,39,5.2116423,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 on,47,0.76101154,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 top,50,1.2987615,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 of,54,0.025405806,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 a,57,0.3919949,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 well,59,7.3838468,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 which,64,4.9827943,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 seems,70,4.819849,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 puzzling,76,14.049635,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 at,85,1.8614187,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 first,88,0.05837192,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
",",94,1.7686611,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 but,95,0.55872357,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 the,99,2.207922,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 reason,103,5.032944,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 for,110,0.93560296,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 this,114,1.0256164,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 symbol,119,4.8038464,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 is,126,0.83723766,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 a,129,4.370017,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 matter,131,4.7673593,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 of,138,0.059325304,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
 legend,141,3.1778266,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
.,148,0.42290246,davinci,davinci:2020-05-03,cmpl-4A6Z5bDQxwH4cWhwdPj7vlKoipW9D,1638313863,1_4
There,0,,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 was,5,2.2523162,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 once,9,5.252757,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
",",14,4.2794995,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 legend,15,8.716467,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 has,22,0.704493,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 it,26,0.0049287127,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
",",29,0.019880412,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 a,30,0.15893573,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 fearsome,32,7.6502256,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 bo,41,6.8754563,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
ar,44,0.8688924,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
",",46,2.3284414,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 which,47,3.1290326,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 lived,53,2.3832655,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 in,59,0.48375535,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 a,62,1.2046244,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 wood,64,3.1624076,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 located,69,7.5660295,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 just,77,3.9534984,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 outside,82,0.8480845,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 the,90,0.9359921,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 man,94,9.266335,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
or,98,0.03712321,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 of,100,1.1383545,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
 Bradford,103,9.272693,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
.,112,1.7801805,davinci,davinci:2020-05-03,cmpl-4A6Z5kCRiqmFs4WiH59UC1DdfrD4Y,1638313863,1_5
A,0,,davinci,davinci:2020-05-03,cmpl-4A6Z5QiZe7DF85jQJRjVFuJLdLhlC,1638313863,1_6
 source,1,8.680208,davinci,davinci:2020-05-03,cmpl-4A6Z5QiZe7DF85jQJRjVFuJLdLhlC,1638313863,1_6
 of,8,2.5208926,davinci,davinci:2020-05-03,cmpl-4A6Z5QiZe7DF85jQJRjVFuJLdLhlC,1638313863,1_6
 great,11,4.0166655,davinci,davinci:2020-05-03,cmpl-4A6Z5QiZe7DF85jQJRjVFuJLdLhlC,1638313863,1_6
