token,offset,surprisal,openai_engine,model,id,created,string_id
You,3852,1.7089497,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",3855,3.0905147,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 our,3856,6.213236,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 king,3860,0.20848367,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
?',3865,0.6807222,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 all,3867,4.5655,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,3871,0.06800647,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 remaining,3875,5.8383684,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 birds,3885,0.038017727,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 who,3891,6.721015,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,3895,8.415564,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 l,3899,7.796665,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
itt,3901,0.47448882,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
lest,3904,0.10760657,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 bird,3908,0.64836556,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 had,3913,0.44464785,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 out,3917,2.0792706,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
w,3921,0.12042418,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
itted,3922,0.00033367614,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 cried,3927,0.66997343,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 again,3933,4.6669636,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",3939,1.1653116,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 even,3940,5.083918,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 more,3945,1.9325175,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 angrily,3950,2.0858426,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 than,3958,0.38298932,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 before,3963,0.19804582,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
.,3970,0.16144192,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 ',3971,0.23968703,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
Do,3973,4.4345937,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 you,3975,0.17052802,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 think,3979,1.2294085,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 we,3985,1.4274875,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 would,3988,2.4213822,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 reward,3994,6.2700095,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 your,4001,3.5558176,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 cunning,4006,2.6138592,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 in,4014,4.569061,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 this,4017,1.1851665,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 way,4022,0.48825088,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
?,4026,0.6254193,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 No,4027,2.8979995,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4030,0.4015861,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 no,4031,1.9558989,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
!,4034,1.7541587,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 You,4035,1.1492442,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 shall,4039,1.9772477,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 stay,4045,4.741881,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 in,4050,2.4444919,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4053,1.0435089,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 earth,4057,3.3553634,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 till,4063,4.551702,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 you,4068,1.313411,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 die,4072,2.7390149,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 of,4076,2.6061382,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 hunger,4079,0.8334309,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
!',4086,2.1048474,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 So,4088,2.8173304,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 they,4091,2.8908234,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 shut,4096,6.037733,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 up,4101,2.7890258,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4104,0.06313713,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 little,4108,0.40927,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 bird,4115,0.09352518,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 in,4120,0.5436274,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4123,0.5654248,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 mouse,4127,0.61973804,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
's,4133,0.23546064,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 hole,4135,0.07660321,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 that,4140,4.937632,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4145,2.8807828,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 mouse,4149,1.1869373,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 gave,4155,8.02185,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 up,4160,1.2599552,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 most,4163,8.42792,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 unw,4168,4.7269106,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ill,4172,0.0019377331,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ingly,4175,0.00026731353,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4180,1.2529708,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4181,0.62864333,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 b,4185,6.9031854,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ade,4187,0.36615822,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4190,1.4950377,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 owl,4194,5.6098347,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 watch,4198,4.770523,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 him,4204,2.209189,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 carefully,4208,2.7476192,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 night,4218,6.3460073,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4224,0.0248526,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 day,4228,0.0022332119,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
.,4232,0.41260076,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 Then,4233,2.962445,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 all,4238,2.5434597,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4242,0.10867197,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 birds,4246,0.4338743,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 went,4252,2.3053045,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 home,4257,1.948762,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 to,4262,1.4825817,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 bed,4265,2.8140943,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4269,0.78487337,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 for,4270,3.9408143,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 they,4274,1.0033737,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 were,4279,0.97785527,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 very,4284,2.7945018,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 tired,4289,0.309705,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4295,1.6048275,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 but,4296,1.8464421,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4300,0.46421102,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 owl,4304,1.3713076,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 assigned,4308,9.872841,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 by,4317,3.6635194,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4320,0.08082639,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 birds,4324,1.5780578,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 to,4330,0.40359095,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 stand,4333,5.16,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 guard,4339,0.11809981,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 found,4345,7.2998385,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 his,4351,3.9355624,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 job,4355,3.3218818,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 was,4359,3.5483444,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 lonely,4363,8.267987,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4370,0.8535993,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 wear,4374,6.7996736,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
is,4379,0.00036134195,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ome,4381,0.00010319318,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 because,4384,4.339583,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4392,0.77696294,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 was,4395,1.2457325,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 just,4399,5.777764,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 sitting,4404,1.6625892,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 alone,4412,3.8876836,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 staring,4418,5.863537,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 at,4426,1.1769857,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4429,0.35255763,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 mouse,4433,1.2017303,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
's,4439,0.51935214,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 hole,4441,0.047041718,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
.,4446,0.7822703,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 ',4447,2.217025,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
I,4449,1.3015424,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 can,4450,3.5263698,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 close,4454,9.428257,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 one,4460,3.7588382,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 eye,4464,0.0299124,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4468,1.3605384,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 watch,4472,3.127923,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 with,4478,4.278526,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4483,0.6492708,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 other,4487,0.010599102,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",'",4493,0.73352337,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4495,0.8017418,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 thought,4498,0.9054786,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
.,4506,1.3972667,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 So,4507,3.1640534,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4510,0.33151188,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 closed,4513,1.0043225,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 one,4520,0.42382342,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 eye,4524,0.027500693,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4528,0.41252953,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 stared,4532,3.0337567,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 steadfast,4539,7.1870503,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ly,4549,0.10560102,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 with,4551,1.3201376,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4556,0.079202525,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 other,4560,0.01783356,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4566,1.3221943,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 but,4567,1.1789598,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 before,4571,5.0723896,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4578,1.4114982,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 knew,4581,0.6078429,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 it,4586,0.30271298,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4589,1.1747607,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 forgot,4592,6.3037066,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 to,4599,1.0149302,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 keep,4602,1.7482475,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 that,4607,4.771753,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 one,4612,2.726041,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 open,4616,2.008939,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4621,1.1463777,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4622,0.26203194,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 both,4626,5.454834,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 eyes,4631,0.36234072,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 were,4636,0.5036351,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 fast,4641,4.367487,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 asleep,4646,0.9881823,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
.,4653,0.27108917,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 Then,4654,2.4061644,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4659,1.0252236,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 little,4663,1.1352142,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 bird,4670,0.0546603,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 guarded,4675,12.171607,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 by,4683,0.30822575,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4686,0.0556528,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 owl,4690,0.07643135,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 pe,4694,5.620843,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ep,4697,0.23618358,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
ed,4699,0.003747472,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 out,4701,0.25231645,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4705,2.6822636,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4706,0.6730584,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 when,4710,3.6316614,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4715,0.4689106,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 saw,4718,0.3990343,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4722,0.8414195,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 owl,4726,0.27273208,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
's,4730,2.5661502,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 two,4732,4.4719663,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 eyes,4736,0.5111885,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 tight,4741,6.3411193,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 shut,4747,0.08556333,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
",",4752,0.7532766,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 he,4753,0.1250706,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 slipped,4756,5.3742776,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 from,4764,4.055836,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 the,4769,0.55457574,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 hole,4773,1.3210722,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
 and,4778,0.7225099,curie,curie:2020-05-03,cmpl-4A7363K2DoWTxy1tdkgEUXWpVSnir,1638315724,4
